2023-03-12 19:11:36,444 INFO    MainThread:11231 [wandb_setup.py:_flush():68] Configure stats pid to 11231
2023-03-12 19:11:36,445 INFO    MainThread:11231 [wandb_setup.py:_flush():68] Loading settings from /home/vish/.config/wandb/settings
2023-03-12 19:11:36,445 INFO    MainThread:11231 [wandb_setup.py:_flush():68] Loading settings from /home/vish/siamese-retriever/src/wandb/settings
2023-03-12 19:11:36,445 INFO    MainThread:11231 [wandb_setup.py:_flush():68] Loading settings from environment variables: {'_require_service': 'True'}
2023-03-12 19:11:36,445 INFO    MainThread:11231 [wandb_setup.py:_flush():68] Inferring run settings from compute environment: {'program_relpath': 'src/train.py', 'program': '/home/vish/siamese-retriever/src/train.py'}
2023-03-12 19:11:36,445 INFO    MainThread:11231 [wandb_init.py:_log_setup():492] Logging user logs to /home/vish/siamese-retriever/src/wandb/run-20230312_191136-sw97pf8m/logs/debug.log
2023-03-12 19:11:36,446 INFO    MainThread:11231 [wandb_init.py:_log_setup():493] Logging internal logs to /home/vish/siamese-retriever/src/wandb/run-20230312_191136-sw97pf8m/logs/debug-internal.log
2023-03-12 19:11:36,446 INFO    MainThread:11231 [wandb_init.py:init():532] calling init triggers
2023-03-12 19:11:36,446 INFO    MainThread:11231 [wandb_init.py:init():538] wandb.init called with sweep_config: {}
config: {}
2023-03-12 19:11:36,446 INFO    MainThread:11231 [wandb_init.py:init():588] starting backend
2023-03-12 19:11:36,446 INFO    MainThread:11231 [wandb_init.py:init():592] setting up manager
2023-03-12 19:11:36,460 INFO    MainThread:11231 [backend.py:_multiprocessing_setup():106] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2023-03-12 19:11:36,472 INFO    MainThread:11231 [wandb_init.py:init():599] backend started and connected
2023-03-12 19:11:36,484 INFO    MainThread:11231 [wandb_init.py:init():687] updated telemetry
2023-03-12 19:11:36,751 INFO    MainThread:11231 [wandb_init.py:init():727] communicating run to backend with 60.0 second timeout
2023-03-12 19:11:37,840 INFO    MainThread:11231 [wandb_run.py:_on_init():2134] communicating current version
2023-03-12 19:11:38,046 INFO    MainThread:11231 [wandb_run.py:_on_init():2143] got version response upgrade_message: "wandb version 0.13.11 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2023-03-12 19:11:38,047 INFO    MainThread:11231 [wandb_init.py:init():775] starting run threads in backend
2023-03-12 19:11:42,717 INFO    MainThread:11231 [wandb_run.py:_console_start():2114] atexit reg
2023-03-12 19:11:42,717 INFO    MainThread:11231 [wandb_run.py:_redirect():1969] redirect: SettingsConsole.WRAP_RAW
2023-03-12 19:11:42,718 INFO    MainThread:11231 [wandb_run.py:_redirect():2034] Wrapping output streams.
2023-03-12 19:11:42,719 INFO    MainThread:11231 [wandb_run.py:_redirect():2059] Redirects installed.
2023-03-12 19:11:42,721 INFO    MainThread:11231 [wandb_init.py:init():817] run started, returning control to user process
2023-03-12 19:11:42,722 INFO    MainThread:11231 [wandb_watch.py:watch():51] Watching
2023-03-12 19:12:04,422 INFO    MainThread:11231 [wandb_run.py:_config_callback():1250] config_cb ('_wandb', 'visualize', 'conf_mat') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/confusion_matrix/v1', 'fieldSettings': {'Actual': 'Actual', 'Predicted': 'Predicted', 'nPredictions': 'nPredictions'}, 'stringSettings': {'title': ''}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'conf_mat_table'}], 'fields': []}]}]}}} None
2023-03-12 19:12:06,341 INFO    MainThread:11231 [wandb_run.py:_config_callback():1250] config_cb ('_wandb', 'visualize', 'conf_mat') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/confusion_matrix/v1', 'fieldSettings': {'Actual': 'Actual', 'Predicted': 'Predicted', 'nPredictions': 'nPredictions'}, 'stringSettings': {'title': ''}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'conf_mat_table'}], 'fields': []}]}]}}} None
2023-03-12 19:12:07,177 INFO    MainThread:11231 [wandb_run.py:_config_callback():1250] config_cb ('_wandb', 'visualize', 'conf_mat') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/confusion_matrix/v1', 'fieldSettings': {'Actual': 'Actual', 'Predicted': 'Predicted', 'nPredictions': 'nPredictions'}, 'stringSettings': {'title': ''}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'conf_mat_table'}], 'fields': []}]}]}}} None
